CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
WZ,029,RED WINGS AIRLINES,2024-02-29T12:10:00,2024-02-29T12:10:00,A,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
LY,5142,EL AL ISRAEL AIRLINES,2024-02-29T12:20:00,2024-02-29T12:20:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
BZ,701,BLUE BIRD AIRWAYS,2024-02-29T12:30:00,2024-02-29T12:30:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
HY,302,UZBEKISTAN AIR,2024-02-29T12:35:00,2024-02-29T12:35:00,D,TAS,TASHKENT,טשקנט,TASHKENT,אוזבקיסטן,UZBEKISTAN,3,12-16,A,ON TIME,בזמן
IZ,808,ARKIA  ISRAELI  AIRLINES,2024-02-29T12:35:00,2024-02-29T12:35:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
6H,884,ISRAIR AIRLINES,2024-02-29T12:45:00,2024-02-29T12:45:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
A3,927,AEGEAN  AIRLINES,2024-02-29T12:50:00,2024-02-29T12:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,38-41,B,ON TIME,בזמן
EK,4978,EMIRATES,2024-02-29T12:50:00,2024-02-29T12:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,38-41,B,ON TIME,בזמן
FB,1514,BULGARIA  AIR,2024-02-29T12:50:00,2024-02-29T12:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,38-41,B,ON TIME,בזמן
JU,7621,AIR SERBIA,2024-02-29T12:50:00,2024-02-29T12:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,38-41,B,ON TIME,בזמן
EK,2364,EMIRATES,2024-02-29T12:55:00,2024-02-29T12:55:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,49-55,B,ON TIME,בזמן
FZ,1212,FLYDUBAI,2024-02-29T12:55:00,2024-02-29T12:55:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,49-55,B,ON TIME,בזמן
A4,5025,AZIMUTH AIRLINES,2024-02-29T13:00:00,2024-02-29T13:00:00,A,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
EK,2345,EMIRATES,2024-02-29T13:05:00,2024-02-29T13:05:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1125,FLYDUBAI,2024-02-29T13:05:00,2024-02-29T13:05:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
BZ,702,BLUE BIRD AIRWAYS,2024-02-29T13:30:00,2024-02-29T13:30:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,56-58,C,ON TIME,בזמן
IZ,815,ARKIA  ISRAELI  AIRLINES,2024-02-29T13:30:00,2024-02-29T13:30:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G20-G27,G,ON TIME,בזמן
WZ,020,RED WINGS AIRLINES,2024-02-29T13:30:00,2024-02-29T13:30:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,65-67,C,ON TIME,בזמן
AM,7871,AERO MEXICO,2024-02-29T13:35:00,2024-02-29T13:35:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
AR,7855,AEROLINEAS ARGENTINAS S.A.,2024-02-29T13:35:00,2024-02-29T13:35:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
B6,6455,JETBLUE AIRWAYS CORPORATION,2024-02-29T13:35:00,2024-02-29T13:35:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
DL,7430,DELTA AIRLINES,2024-02-29T13:35:00,2024-02-29T13:35:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
ET,418,ETHIOPIAN AIRLINES,2024-02-29T13:35:00,2024-02-29T13:35:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,NOT FINAL,לא סופי
LY,007,EL AL ISRAEL AIRLINES,2024-02-29T13:35:00,2024-02-29T13:35:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,574,EL AL ISRAEL AIRLINES,2024-02-29T13:35:00,2024-02-29T13:35:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,NOT FINAL,לא סופי
LY,8808,EL AL ISRAEL AIRLINES,2024-02-29T13:35:00,2024-02-29T13:35:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,NOT FINAL,לא סופי
LY,375,EL AL ISRAEL AIRLINES,2024-02-29T13:40:00,2024-02-29T13:40:00,D,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,78-99,D,ON TIME,בזמן
LY,5102,EL AL ISRAEL AIRLINES,2024-02-29T13:40:00,2024-02-29T13:40:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,,,NOT FINAL,לא סופי
TP,8920,AIR PORTUGAL,2024-02-29T13:40:00,2024-02-29T13:40:00,D,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,78-99,D,ON TIME,בזמן
6H,047,ISRAIR AIRLINES,2024-02-29T13:45:00,2024-02-29T13:45:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G28-G35,G,ON TIME,בזמן
IZ,162,ARKIA  ISRAELI  AIRLINES,2024-02-29T13:50:00,2024-02-29T13:50:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
A4,5026,AZIMUTH AIRLINES,2024-02-29T14:00:00,2024-02-29T14:00:00,D,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,68-70,C,ON TIME,בזמן
U8,1128,TUS AIRWAYS,2024-02-29T14:00:00,2024-02-29T14:00:00,D,RZE,RZESZOW-JASIONKA,ז'שוב,RZESZOW,פולין,POLAND,3,59-62,C,ON TIME,בזמן
IZ,212,ARKIA  ISRAELI  AIRLINES,2024-02-29T14:15:00,2024-02-29T14:15:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
AF,962,AIR FRANCE,2024-02-29T14:20:00,2024-02-29T14:20:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
B6,6482,JETBLUE AIRWAYS CORPORATION,2024-02-29T14:20:00,2024-02-29T14:20:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7442,DELTA AIRLINES,2024-02-29T14:20:00,2024-02-29T14:20:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,8457,DELTA AIRLINES,2024-02-29T14:20:00,2024-02-29T14:20:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
EK,2346,EMIRATES,2024-02-29T14:20:00,2024-02-29T14:20:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,49-55,B,ON TIME,בזמן
FZ,1126,FLYDUBAI,2024-02-29T14:20:00,2024-02-29T14:20:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,49-55,B,ON TIME,בזמן
LY,026,EL AL ISRAEL AIRLINES,2024-02-29T14:20:00,2024-02-29T14:20:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
IZ,337,ARKIA  ISRAELI  AIRLINES,2024-02-29T14:25:00,2024-02-29T14:25:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,20-23,A,ON TIME,בזמן
TO,3452,TRANSAVIA FRANCE,2024-02-29T14:25:00,2024-02-29T14:25:00,A,ORY,PARIS-ORLY,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
AR,7876,AEROLINEAS ARGENTINAS S.A.,2024-02-29T14:30:00,2024-02-29T14:30:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
LY,386,EL AL ISRAEL AIRLINES,2024-02-29T14:30:00,2024-02-29T14:30:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
ET,419,ETHIOPIAN AIRLINES,2024-02-29T14:35:00,2024-02-29T14:35:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,ON TIME,בזמן
LY,8809,EL AL ISRAEL AIRLINES,2024-02-29T14:35:00,2024-02-29T14:35:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,ON TIME,בזמן
UX,1301,AIR EUROPA Lineas Aereas S.A.U,2024-02-29T14:35:00,2024-02-29T14:35:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
NH,5621,ALL NIPPON AIRWAYS,2024-02-29T14:45:00,2024-02-29T14:45:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,NOT FINAL,לא סופי
OS,857,AUSTRIAN AIRLINES,2024-02-29T14:45:00,2024-02-29T14:45:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,NOT FINAL,לא סופי
LY,2366,EL AL ISRAEL AIRLINES,2024-02-29T14:55:00,2024-02-29T14:55:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,NOT FINAL,לא סופי
LY,355,EL AL ISRAEL AIRLINES,2024-02-29T14:55:00,2024-02-29T14:55:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
LY,362,EL AL ISRAEL AIRLINES,2024-02-29T14:55:00,2024-02-29T14:55:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,NOT FINAL,לא סופי
SK,3179,SAS,2024-02-29T14:55:00,2024-02-29T14:55:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
U8,108,TUS AIRWAYS,2024-02-29T14:55:00,2024-02-29T14:55:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
LY,343,EL AL ISRAEL AIRLINES,2024-02-29T15:05:00,2024-02-29T15:05:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,78-99,D,ON TIME,בזמן
LY,5107,EL AL ISRAEL AIRLINES,2024-02-29T15:05:00,2024-02-29T15:05:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,78-99,D,ON TIME,בזמן
SK,3191,SAS,2024-02-29T15:05:00,2024-02-29T15:05:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,78-99,D,ON TIME,בזמן
LY,972,EL AL ISRAEL AIRLINES,2024-02-29T15:10:00,2024-02-29T15:10:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
IZ,281,ARKIA  ISRAELI  AIRLINES,2024-02-29T15:15:00,2024-02-29T15:15:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,16-20,A,ON TIME,בזמן
IZ,414,ARKIA  ISRAELI  AIRLINES,2024-02-29T15:20:00,2024-02-29T15:20:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
LY,2372,EL AL ISRAEL AIRLINES,2024-02-29T15:35:00,2024-02-29T15:35:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
SK,3154,SAS,2024-02-29T15:35:00,2024-02-29T15:35:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
TO,3453,TRANSAVIA FRANCE,2024-02-29T15:35:00,2024-02-29T15:35:00,D,ORY,PARIS-ORLY,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
OS,858,AUSTRIAN AIRLINES,2024-02-29T15:40:00,2024-02-29T15:40:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,24-33,A,ON TIME,בזמן
6H,662,ISRAIR AIRLINES,2024-02-29T15:50:00,2024-02-29T15:50:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
AF,963,AIR FRANCE,2024-02-29T15:55:00,2024-02-29T15:55:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,34-38,B,ON TIME,בזמן
IZ,816,ARKIA  ISRAELI  AIRLINES,2024-02-29T15:55:00,2024-02-29T15:55:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
U8,109,TUS AIRWAYS,2024-02-29T15:55:00,2024-02-29T15:55:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,56-59,C,ON TIME,בזמן
IZ,295,ARKIA  ISRAELI  AIRLINES,2024-02-29T16:00:00,2024-02-29T16:00:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,12-16,A,ON TIME,בזמן
LY,346,EL AL ISRAEL AIRLINES,2024-02-29T16:00:00,2024-02-29T16:00:00,A,GVA,GENEVA,ז'נבה,GENEVA,שוויץ,SWITZERLAND,3,,,NOT FINAL,לא סופי
LY,382,EL AL ISRAEL AIRLINES,2024-02-29T16:00:00,2024-02-29T16:00:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
SK,3184,SAS,2024-02-29T16:00:00,2024-02-29T16:00:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
LH,680,LUFTHANSA,2024-02-29T16:05:00,2024-02-29T16:05:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
LY,358,EL AL ISRAEL AIRLINES,2024-02-29T16:05:00,2024-02-29T16:05:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
SN,7171,BRUSSELS AIRLINES,2024-02-29T16:05:00,2024-02-29T16:05:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
UA,9471,UNITED AIRLINES,2024-02-29T16:05:00,2024-02-29T16:05:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
UX,1302,AIR EUROPA Lineas Aereas S.A.U,2024-02-29T16:05:00,2024-02-29T16:05:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,43-49,B,ON TIME,בזמן
AM,7851,AERO MEXICO,2024-02-29T16:10:00,2024-02-29T16:10:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,ON TIME,בזמן
LY,339,EL AL ISRAEL AIRLINES,2024-02-29T16:10:00,2024-02-29T16:10:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,ON TIME,בזמן
SK,3151,SAS,2024-02-29T16:10:00,2024-02-29T16:10:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,ON TIME,בזמן
LY,2522,EL AL ISRAEL AIRLINES,2024-02-29T16:25:00,2024-02-29T16:25:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
6H,048,ISRAIR AIRLINES,2024-02-29T16:30:00,2024-02-29T16:30:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
AA,9258,AMERICAN AIRLINES,2024-02-29T16:40:00,2024-02-29T16:40:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
LY,2373,EL AL ISRAEL AIRLINES,2024-02-29T16:40:00,2024-02-29T16:40:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
LY,320,EL AL ISRAEL AIRLINES,2024-02-29T16:40:00,2024-02-29T16:40:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
AM,7853,AERO MEXICO,2024-02-29T16:50:00,2024-02-29T16:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
IZ,821,ARKIA  ISRAELI  AIRLINES,2024-02-29T16:50:00,2024-02-29T16:50:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G20-G27,G,ON TIME,בזמן
LY,325,EL AL ISRAEL AIRLINES,2024-02-29T16:50:00,2024-02-29T16:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
LY,338,EL AL ISRAEL AIRLINES,2024-02-29T16:50:00,2024-02-29T16:50:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
SK,3150,SAS,2024-02-29T16:50:00,2024-02-29T16:50:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
AM,7866,AERO MEXICO,2024-02-29T17:05:00,2024-02-29T17:05:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
AR,7873,AEROLINEAS ARGENTINAS S.A.,2024-02-29T17:05:00,2024-02-29T17:05:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
IB,2396,IBERIA,2024-02-29T17:05:00,2024-02-29T17:05:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
LY,351,EL AL ISRAEL AIRLINES,2024-02-29T17:05:00,2024-02-29T17:05:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
LY,397,EL AL ISRAEL AIRLINES,2024-02-29T17:05:00,2024-02-29T17:05:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
AM,7856,AERO MEXICO,2024-02-29T17:10:00,2024-02-29T17:10:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
AR,7856,AEROLINEAS ARGENTINAS S.A.,2024-02-29T17:10:00,2024-02-29T17:10:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
B6,6456,JETBLUE AIRWAYS CORPORATION,2024-02-29T17:10:00,2024-02-29T17:10:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7431,DELTA AIRLINES,2024-02-29T17:10:00,2024-02-29T17:10:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LH,681,LUFTHANSA,2024-02-29T17:10:00,2024-02-29T17:10:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,24-33,A,ON TIME,בזמן
LY,008,EL AL ISRAEL AIRLINES,2024-02-29T17:10:00,2024-02-29T17:10:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,2367,EL AL ISRAEL AIRLINES,2024-02-29T17:10:00,2024-02-29T17:10:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,78-99,D,ON TIME,בזמן
LY,312,EL AL ISRAEL AIRLINES,2024-02-29T17:10:00,2024-02-29T17:10:00,A,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
LY,387,EL AL ISRAEL AIRLINES,2024-02-29T17:10:00,2024-02-29T17:10:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
SK,3183,SAS,2024-02-29T17:10:00,2024-02-29T17:10:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
SN,7172,BRUSSELS AIRLINES,2024-02-29T17:10:00,2024-02-29T17:10:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,24-33,A,ON TIME,בזמן
AM,7877,AERO MEXICO,2024-02-29T17:15:00,2024-02-29T17:15:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,78-99,D,ON TIME,בזמן
LY,317,EL AL ISRAEL AIRLINES,2024-02-29T17:15:00,2024-02-29T17:15:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,78-99,D,ON TIME,בזמן
BZ,703,BLUE BIRD AIRWAYS,2024-02-29T17:20:00,2024-02-29T17:20:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
6H,711,ISRAIR AIRLINES,2024-02-29T17:20:00,2024-02-29T17:20:00,D,VAR,VARNA,וארנה,VARNA,בולגריה,BULGARIA,3,,,ON TIME,בזמן
LY,5109,EL AL ISRAEL AIRLINES,2024-02-29T17:30:00,2024-02-29T17:30:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,78-99,D,ON TIME,בזמן
LY,216,EL AL ISRAEL AIRLINES,2024-02-29T17:45:00,2024-02-29T17:45:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
LY,2523,EL AL ISRAEL AIRLINES,2024-02-29T17:45:00,2024-02-29T17:45:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,78-99,D,ON TIME,בזמן
AA,9266,AMERICAN AIRLINES,2024-02-29T17:50:00,2024-02-29T17:50:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
AM,7859,AERO MEXICO,2024-02-29T17:50:00,2024-02-29T17:50:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
AR,7872,AEROLINEAS ARGENTINAS S.A.,2024-02-29T17:50:00,2024-02-29T17:50:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
IB,2395,IBERIA,2024-02-29T17:50:00,2024-02-29T17:50:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
LY,396,EL AL ISRAEL AIRLINES,2024-02-29T17:50:00,2024-02-29T17:50:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
AR,7879,AEROLINEAS ARGENTINAS S.A.,2024-02-29T18:00:00,2024-02-29T18:00:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
LY,383,EL AL ISRAEL AIRLINES,2024-02-29T18:00:00,2024-02-29T18:00:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
TP,8900,AIR PORTUGAL,2024-02-29T18:00:00,2024-02-29T18:00:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
6H,721,ISRAIR AIRLINES,2024-02-29T18:00:00,2024-02-29T18:00:00,D,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,,,ON TIME,בזמן
IB,2390,IBERIA,2024-02-29T18:05:00,2024-02-29T18:05:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
LY,391,EL AL ISRAEL AIRLINES,2024-02-29T18:05:00,2024-02-29T18:05:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
LY,571,EL AL ISRAEL AIRLINES,2024-02-29T18:05:00,2024-02-29T18:05:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,78-99,D,ON TIME,בזמן
BZ,112,BLUE BIRD AIRWAYS,2024-02-29T18:10:00,2024-02-29T18:10:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,56-58,C,ON TIME,בזמן
A4,5023,AZIMUTH AIRLINES,2024-02-29T18:40:00,2024-02-29T18:40:00,A,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
BZ,705,BLUE BIRD AIRWAYS,2024-02-29T18:40:00,2024-02-29T18:40:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
5F,447,FLYONE,2024-02-29T18:55:00,2024-02-29T18:55:00,A,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,,,NOT FINAL,לא סופי
6H,726,ISRAIR AIRLINES,2024-02-29T18:55:00,2024-02-29T18:55:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,NOT FINAL,לא סופי
